42 ns: U U UUUU UUUU UUUU
14329938 ns: 1 0 0000 0000 1111
14329980 ns: 1 0 0000 0000 1111
14330022 ns: 1 0 0000 0000 1111
14330064 ns: 1 0 0000 0000 1111
14330106 ns: 1 0 0000 0000 1111
14330148 ns: 1 0 0000 0000 1111
14330190 ns: 1 0 0000 0000 1111
14330232 ns: 1 0 0000 0000 1111
14330274 ns: 1 0 0000 0000 1111
14330316 ns: 1 0 0000 0000 1111
14330358 ns: 1 0 0000 0000 1111
14330400 ns: 1 0 0000 0000 1111
14330442 ns: 1 0 0000 0000 1111
14330484 ns: 1 0 0000 0000 1111
14330526 ns: 1 0 0000 0000 1111
14330568 ns: 1 0 0000 0000 1111
14330610 ns: 1 0 0000 0000 1111
14330652 ns: 1 0 0000 0000 1111
14330694 ns: 1 0 0000 0000 1111
14330736 ns: 1 0 0000 0000 1111
14330778 ns: 1 0 0000 0000 1111
14330820 ns: 1 0 0000 0000 1111
14330862 ns: 1 0 0000 0000 1111
14330904 ns: 1 0 0000 0000 1111
14330946 ns: 1 0 0000 0000 1111
14330988 ns: 1 0 0000 0000 1111
14331030 ns: 1 0 0000 0000 1111
14331072 ns: 1 0 0000 0000 1111
14331114 ns: 1 0 0000 0000 1111
14331156 ns: 1 0 0000 0000 1111
14331198 ns: 1 0 0000 0000 1111
14331240 ns: 1 0 0000 0000 1111
14331282 ns: 1 0 0000 0000 1111
14331324 ns: 1 0 0000 0000 1111
14331366 ns: 1 0 0000 0000 1111
14331408 ns: 1 0 0000 0000 1111
14331450 ns: 1 0 0000 0000 1111
14331492 ns: 1 0 0000 0000 1111
14331534 ns: 1 0 0000 0000 1111
14331576 ns: 1 0 0000 0000 1111
14331618 ns: 1 0 0000 0000 1111
14331660 ns: 1 0 0000 0000 1111
14331702 ns: 1 0 0000 0000 1111
14331744 ns: 1 0 0000 0000 1111
14331786 ns: 1 0 0000 0000 1111
14331828 ns: 1 0 0000 0000 1111
14331870 ns: 1 0 0000 0000 1111
14331912 ns: 1 0 0000 0000 1111
14331954 ns: 1 0 0000 0000 1111
14331996 ns: 1 0 0000 0000 1111
14332038 ns: 1 0 0000 0000 1111
14332080 ns: 1 0 0000 0000 1111
14332122 ns: 1 0 0000 0000 1111
14332164 ns: 1 0 0000 0000 1111
14332206 ns: 1 0 0000 0000 1111
14332248 ns: 1 0 0000 0000 1111
14332290 ns: 1 0 0000 0000 1111
14332332 ns: 1 0 0000 0000 1111
14332374 ns: 1 0 0000 0000 1111
14332416 ns: 1 0 0000 0000 1111
14332458 ns: 1 0 0000 0000 1111
14332500 ns: 1 0 0000 0000 1111
14332542 ns: 1 0 0000 0000 1111
14332584 ns: 1 0 0000 0000 1111
14332626 ns: 1 0 0000 0000 1111
14332668 ns: 1 0 0000 0000 1111
14332710 ns: 1 0 0000 0000 1111
14332752 ns: 1 0 0000 0000 1111
14332794 ns: 1 0 0000 0000 1111
14332836 ns: 1 0 0000 0000 1111
14332878 ns: 1 0 0000 0000 1111
14332920 ns: 1 0 0000 0000 1111
14332962 ns: 1 0 0000 0000 1111
14333004 ns: 1 0 0000 0000 1111
14333046 ns: 1 0 0000 0000 1111
14333088 ns: 1 0 0000 0000 1111
14333130 ns: 1 0 0000 0000 1111
14333172 ns: 1 0 0000 0000 1111
14333214 ns: 1 0 0000 0000 1111
14333256 ns: 1 0 0000 0000 1111
14333298 ns: 1 0 0000 0000 1111
14333340 ns: 1 0 0000 0000 1111
14333382 ns: 1 0 0000 0000 1111
14333424 ns: 1 0 0000 0000 1111
14333466 ns: 1 0 0000 0000 1111
14333508 ns: 1 0 0000 0000 1111
14333550 ns: 1 0 0000 0000 1111
14333592 ns: 1 0 0000 0000 1111
14333634 ns: 1 0 0000 0000 1111
14333676 ns: 1 0 0000 0000 1111
14333718 ns: 1 0 0000 0000 1111
14333760 ns: 1 0 0000 0000 1111
14333802 ns: 1 0 0000 0000 1111
14333844 ns: 1 0 0000 0000 1111
14333886 ns: 1 0 0000 0000 1111
14333928 ns: 1 0 0000 0000 1111
14333970 ns: 1 0 0000 0000 1111
14334012 ns: 1 0 0000 0000 1111
14334054 ns: 1 0 0000 0000 1111
14334096 ns: 1 0 0000 0000 1111
14334138 ns: 1 0 0000 0000 1111
14334180 ns: 1 0 0000 0000 1111
14334222 ns: 1 0 0000 0000 1111
14334264 ns: 1 0 0000 0000 1111
14334306 ns: 1 0 0000 0000 1111
14334348 ns: 1 0 0000 0000 1111
14334390 ns: 1 0 0000 0000 1111
14334432 ns: 1 0 0000 0000 1111
14334474 ns: 1 0 0000 0000 1111
14334516 ns: 1 0 0000 0000 1111
14334558 ns: 1 0 0000 0000 1111
14334600 ns: 1 0 0000 0000 1111
14334642 ns: 1 0 0000 0000 1111
14334684 ns: 1 0 0000 0000 1111
14334726 ns: 1 0 0000 0000 1111
14334768 ns: 1 0 0000 0000 1111
14334810 ns: 1 0 0000 0000 1111
14334852 ns: 1 0 0000 0000 1111
14334894 ns: 1 0 0000 0000 1111
14334936 ns: 1 0 0000 0000 1111
14334978 ns: 1 0 0000 0000 1111
14335020 ns: 1 0 0000 0000 1111
14335062 ns: 1 0 0000 0000 1111
14335104 ns: 1 0 0000 0000 1111
14335146 ns: 1 0 0000 0000 1111
14335188 ns: 1 0 0000 0000 1111
14335230 ns: 1 0 0000 0000 1111
14335272 ns: 1 0 0000 0000 1111
14335314 ns: 1 0 0000 0000 1111
14335356 ns: 1 0 0000 0000 1111
14335398 ns: 1 0 0000 0000 1111
14335440 ns: 1 0 0000 0000 1111
14335482 ns: 1 0 0000 0000 1111
14335524 ns: 1 0 0000 0000 1111
14335566 ns: 1 0 0000 0000 1111
14335608 ns: 1 0 0000 0000 1111
14335650 ns: 1 0 0000 0000 1111
14335692 ns: 1 0 0000 0000 1111
14335734 ns: 1 0 0000 0000 1111
14335776 ns: 1 0 0000 0000 1111
14335818 ns: 1 0 0000 0000 1111
14335860 ns: 1 0 0000 0000 1111
14335902 ns: 1 0 0000 0000 1111
14335944 ns: 1 0 0000 0000 1111
14335986 ns: 1 0 0000 0000 1111
14336028 ns: 1 0 0000 0000 1111
14336070 ns: 1 0 0000 0000 1111
14336112 ns: 1 0 0000 0000 1111
14336154 ns: 1 0 0000 0000 1111
14336196 ns: 1 0 0000 0000 1111
14336238 ns: 1 0 0000 0000 1111
14336280 ns: 1 0 0000 0000 1111
14336322 ns: 1 0 0000 0000 1111
14336364 ns: 1 0 0000 0000 1111
14336406 ns: 1 0 0000 0000 1111
14336448 ns: 1 0 0000 0000 1111
14336490 ns: 1 0 0000 0000 1111
14336532 ns: 1 0 0000 0000 1111
14336574 ns: 1 0 0000 0000 1111
14336616 ns: 1 0 0000 0000 1111
14336658 ns: 1 0 0000 0000 1111
14336700 ns: 1 0 0000 0000 1111
14336742 ns: 1 0 0000 0000 1111
14336784 ns: 1 0 0000 0000 1111
14336826 ns: 1 0 0000 0000 1111
14336868 ns: 1 0 0000 0000 1111
14336910 ns: 1 0 0000 0000 1111
14336952 ns: 1 0 0000 0000 1111
14336994 ns: 1 0 0000 0000 1111
14337036 ns: 1 0 0000 0000 1111
14337078 ns: 1 0 0000 0000 1111
14337120 ns: 1 0 0000 0000 1111
14337162 ns: 1 0 0000 0000 1111
14337204 ns: 1 0 0000 0000 1111
14337246 ns: 1 0 0000 0000 1111
14337288 ns: 1 0 0000 0000 1111
14337330 ns: 1 0 0000 0000 1111
14337372 ns: 1 0 0000 0000 1111
14337414 ns: 1 0 0000 0000 1111
14337456 ns: 1 0 0000 0000 1111
14337498 ns: 1 0 0000 0000 1111
14337540 ns: 1 0 0000 0000 1111
14337582 ns: 1 0 0000 0000 1111
14337624 ns: 1 0 0000 0000 1111
14337666 ns: 1 0 0000 0000 1111
14337708 ns: 1 0 0000 0000 1111
14337750 ns: 1 0 0000 0000 1111
14337792 ns: 1 0 0000 0000 1111
14337834 ns: 1 0 0000 0000 1111
14337876 ns: 1 0 0000 0000 1111
14337918 ns: 1 0 0000 0000 1111
14337960 ns: 1 0 0000 0000 1111
14338002 ns: 1 0 0000 0000 1111
14338044 ns: 1 0 0000 0000 1111
14338086 ns: 1 0 0000 0000 1111
14338128 ns: 1 0 0000 0000 1111
14338170 ns: 1 0 0000 0000 1111
14338212 ns: 1 0 0000 0000 1111
14338254 ns: 1 0 0000 0000 1111
14338296 ns: 1 0 0000 0000 1111
14338338 ns: 1 0 0000 0000 1111
14338380 ns: 1 0 0000 0000 1111
14338422 ns: 1 0 0000 0000 1111
14338464 ns: 1 0 0000 0000 1111
14338506 ns: 1 0 0000 0000 1111
14338548 ns: 1 0 0000 0000 1111
14338590 ns: 1 0 0000 0000 1111
14338632 ns: 1 0 0000 0000 1111
14338674 ns: 1 0 0000 0000 1111
14338716 ns: 1 0 0000 0000 1111
14338758 ns: 1 0 0000 0000 1111
14338800 ns: 1 0 0000 0000 1111
14338842 ns: 1 0 0000 0000 1111
14338884 ns: 1 0 0000 0000 1111
14338926 ns: 1 0 0000 0000 1111
14338968 ns: 1 0 0000 0000 1111
14339010 ns: 1 0 0000 0000 1111
14339052 ns: 1 0 0000 0000 1111
14339094 ns: 1 0 0000 0000 1111
14339136 ns: 1 0 0000 0000 1111
14339178 ns: 1 0 0000 0000 1111
14339220 ns: 1 0 0000 0000 1111
14339262 ns: 1 0 0000 0000 1111
14339304 ns: 1 0 0000 0000 1111
14339346 ns: 1 0 0000 0000 1111
14339388 ns: 1 0 0000 0000 1111
14339430 ns: 1 0 0000 0000 1111
14339472 ns: 1 0 0000 0000 1111
14339514 ns: 1 0 0000 0000 1111
14339556 ns: 1 0 0000 0000 1111
14339598 ns: 1 0 0000 0000 1111
14339640 ns: 1 0 0000 0000 1111
14339682 ns: 1 0 0000 0000 1111
14339724 ns: 1 0 0000 0000 1111
14339766 ns: 1 0 0000 0000 1111
14339808 ns: 1 0 0000 0000 1111
14339850 ns: 1 0 0000 0000 1111
14339892 ns: 1 0 0000 0000 1111
14339934 ns: 1 0 0000 0000 1111
14339976 ns: 1 0 0000 0000 1111
14340018 ns: 1 0 0000 0000 1111
14340060 ns: 1 0 0000 0000 1111
14340102 ns: 1 0 0000 0000 1111
14340144 ns: 1 0 0000 0000 1111
14340186 ns: 1 0 0000 0000 1111
14340228 ns: 1 0 0000 0000 1111
14340270 ns: 1 0 0000 0000 1111
14340312 ns: 1 0 0000 0000 1111
14340354 ns: 1 0 0000 0000 1111
14340396 ns: 1 0 0000 0000 1111
14340438 ns: 1 0 0000 0000 1111
14340480 ns: 1 0 1111 0000 0000
14340522 ns: 1 0 0000 0000 0000
14340564 ns: 1 0 0000 0000 0000
14340606 ns: 1 0 0000 0000 0000
14340648 ns: 1 0 0000 0000 0000
14340690 ns: 1 0 0000 0000 0000
14340732 ns: 1 0 0000 0000 0000
14340774 ns: 1 0 0000 0000 0000
14340816 ns: 1 0 0000 0000 0000
14340858 ns: 1 0 0000 0000 0000
14340900 ns: 1 0 0000 0000 0000
14340942 ns: 1 0 0000 0000 0000
14340984 ns: 1 0 0000 0000 0000
14341026 ns: 1 0 0000 0000 0000
14341068 ns: 1 0 0000 0000 0000
14341110 ns: 1 0 0000 0000 0000
14341152 ns: 1 0 0000 0000 0000
14341194 ns: 0 0 0000 0000 0000
14341236 ns: 0 0 0000 0000 0000
14341278 ns: 0 0 0000 0000 0000
14341320 ns: 0 0 0000 0000 0000
14341362 ns: 0 0 0000 0000 0000
14341404 ns: 0 0 0000 0000 0000
14341446 ns: 0 0 0000 0000 0000
14341488 ns: 0 0 0000 0000 0000
14341530 ns: 0 0 0000 0000 0000
14341572 ns: 0 0 0000 0000 0000
14341614 ns: 0 0 0000 0000 0000
14341656 ns: 0 0 0000 0000 0000
14341698 ns: 0 0 0000 0000 0000
14341740 ns: 0 0 0000 0000 0000
14341782 ns: 0 0 0000 0000 0000
14341824 ns: 0 0 0000 0000 0000
14341866 ns: 0 0 0000 0000 0000
14341908 ns: 0 0 0000 0000 0000
14341950 ns: 0 0 0000 0000 0000
14341992 ns: 0 0 0000 0000 0000
14342034 ns: 0 0 0000 0000 0000
14342076 ns: 0 0 0000 0000 0000
14342118 ns: 0 0 0000 0000 0000
14342160 ns: 0 0 0000 0000 0000
14342202 ns: 0 0 0000 0000 0000
14342244 ns: 0 0 0000 0000 0000
14342286 ns: 0 0 0000 0000 0000
14342328 ns: 0 0 0000 0000 0000
14342370 ns: 0 0 0000 0000 0000
14342412 ns: 0 0 0000 0000 0000
14342454 ns: 0 0 0000 0000 0000
14342496 ns: 0 0 0000 0000 0000
14342538 ns: 0 0 0000 0000 0000
14342580 ns: 0 0 0000 0000 0000
14342622 ns: 0 0 0000 0000 0000
14342664 ns: 0 0 0000 0000 0000
14342706 ns: 0 0 0000 0000 0000
14342748 ns: 0 0 0000 0000 0000
14342790 ns: 0 0 0000 0000 0000
14342832 ns: 0 0 0000 0000 0000
14342874 ns: 0 0 0000 0000 0000
14342916 ns: 0 0 0000 0000 0000
14342958 ns: 0 0 0000 0000 0000
14343000 ns: 0 0 0000 0000 0000
14343042 ns: 0 0 0000 0000 0000
14343084 ns: 0 0 0000 0000 0000
14343126 ns: 0 0 0000 0000 0000
14343168 ns: 0 0 0000 0000 0000
14343210 ns: 0 0 0000 0000 0000
14343252 ns: 0 0 0000 0000 0000
14343294 ns: 0 0 0000 0000 0000
14343336 ns: 0 0 0000 0000 0000
14343378 ns: 0 0 0000 0000 0000
14343420 ns: 0 0 0000 0000 0000
14343462 ns: 0 0 0000 0000 0000
14343504 ns: 0 0 0000 0000 0000
14343546 ns: 0 0 0000 0000 0000
14343588 ns: 0 0 0000 0000 0000
14343630 ns: 0 0 0000 0000 0000
14343672 ns: 0 0 0000 0000 0000
14343714 ns: 0 0 0000 0000 0000
14343756 ns: 0 0 0000 0000 0000
14343798 ns: 0 0 0000 0000 0000
14343840 ns: 0 0 0000 0000 0000
14343882 ns: 1 0 0000 0000 0000
14343924 ns: 1 0 0000 0000 0000
14343966 ns: 1 0 0000 0000 0000
14344008 ns: 1 0 0000 0000 0000
14344050 ns: 1 0 0000 0000 0000
14344092 ns: 1 0 0000 0000 0000
14344134 ns: 1 0 0000 0000 0000
14344176 ns: 1 0 0000 0000 0000
14344218 ns: 1 0 0000 0000 0000
14344260 ns: 1 0 0000 0000 0000
14344302 ns: 1 0 0000 0000 0000
14344344 ns: 1 0 0000 0000 0000
14344386 ns: 1 0 0000 0000 0000
14344428 ns: 1 0 0000 0000 0000
14344470 ns: 1 0 0000 0000 0000
14344512 ns: 1 0 0000 0000 0000
14344554 ns: 1 0 0000 0000 0000
14344596 ns: 1 0 0000 0000 0000
14344638 ns: 1 0 0000 0000 0000
14344680 ns: 1 0 0000 0000 0000
14344722 ns: 1 0 0000 0000 0000
14344764 ns: 1 0 0000 0000 0000
14344806 ns: 1 0 0000 0000 0000
14344848 ns: 1 0 0000 0000 0000
14344890 ns: 1 0 0000 0000 0000
14344932 ns: 1 0 0000 0000 0000
14344974 ns: 1 0 0000 0000 0000
14345016 ns: 1 0 0000 0000 0000
14345058 ns: 1 0 0000 0000 0000
14345100 ns: 1 0 0000 0000 0000
14345142 ns: 1 0 0000 0000 0000
14345184 ns: 1 0 0000 0000 0000
14345226 ns: 1 0 0000 0000 0000
14345268 ns: 1 0 0000 0000 0000
14345310 ns: 1 0 0000 0000 0000
14345352 ns: 1 0 0000 0000 0000
14345394 ns: 1 0 0000 0000 0000
14345436 ns: 1 0 0000 0000 0000
14345478 ns: 1 0 0000 0000 0000
14345520 ns: 1 0 0000 0000 0000
14345562 ns: 1 0 0000 0000 0000
14345604 ns: 1 0 0000 0000 0000
14345646 ns: 1 0 0000 0000 0000
14345688 ns: 1 0 0000 0000 0000
14345730 ns: 1 0 0000 0000 0000
14345772 ns: 1 0 0000 0000 0000
14345814 ns: 1 0 0000 0000 0000
14345856 ns: 1 0 0000 0000 0000
14345898 ns: 1 0 0000 0000 0000
14345940 ns: 1 0 0000 0000 0000
14345982 ns: 1 0 0000 0000 0000
14346024 ns: 1 0 0000 0000 0000
14346066 ns: 1 0 0000 0000 0000
14346108 ns: 1 0 0000 0000 0000
14346150 ns: 1 0 0000 0000 0000
14346192 ns: 1 0 0000 0000 0000
14346234 ns: 1 0 0000 0000 0000
14346276 ns: 1 0 0000 0000 0000
14346318 ns: 1 0 0000 0000 0000
14346360 ns: 1 0 0000 0000 0000
14346402 ns: 1 0 0000 0000 0000
14346444 ns: 1 0 0000 0000 0000
14346486 ns: 1 0 0000 0000 0000
14346528 ns: 1 0 0000 0000 0000
14346570 ns: 1 0 0000 0000 0000
14346612 ns: 1 0 0000 0000 0000
14346654 ns: 1 0 0000 0000 0000
14346696 ns: 1 0 0000 0000 0000
14346738 ns: 1 0 0000 0000 0000
14346780 ns: 1 0 0000 0000 0000
14346822 ns: 1 0 0000 0000 0000
14346864 ns: 1 0 0000 0000 0000
14346906 ns: 1 0 0000 0000 0000
14346948 ns: 1 0 0000 0000 0000
14346990 ns: 1 0 0000 0000 0000
14347032 ns: 1 0 0000 0000 0000
14347074 ns: 1 0 0000 0000 0000
14347116 ns: 1 0 0000 0000 0000
14347158 ns: 1 0 0000 0000 0000
14347200 ns: 1 0 0000 0000 0000
14347242 ns: 1 0 1111 0000 0000
14347284 ns: 1 0 0000 0000 1111
14347326 ns: 1 0 0000 0000 1111
14347368 ns: 1 0 0000 0000 1111
14347410 ns: 1 0 0000 0000 1111
14347452 ns: 1 0 0000 0000 1111
14347494 ns: 1 0 0000 0000 1111
14347536 ns: 1 0 0000 0000 1111
14347578 ns: 1 0 0000 0000 1111
14347620 ns: 1 0 0000 0000 1111
14347662 ns: 1 0 0000 0000 1111
14347704 ns: 1 0 0000 0000 1111
14347746 ns: 1 0 0000 0000 1111
14347788 ns: 1 0 0000 0000 1111
14347830 ns: 1 0 0000 0000 1111
14347872 ns: 1 0 0000 0000 1111
14347914 ns: 1 0 0000 0000 1111
14347956 ns: 1 0 0000 0000 1111
14347998 ns: 1 0 0000 0000 1111
14348040 ns: 1 0 0000 0000 1111
14348082 ns: 1 0 0000 0000 1111
14348124 ns: 1 0 0000 0000 1111
14348166 ns: 1 0 0000 0000 1111
14348208 ns: 1 0 0000 0000 1111
14348250 ns: 1 0 0000 0000 1111
14348292 ns: 1 0 0000 0000 1111
14348334 ns: 1 0 0000 0000 1111
14348376 ns: 1 0 0000 0000 1111
14348418 ns: 1 0 0000 0000 1111
14348460 ns: 1 0 0000 0000 1111
14348502 ns: 1 0 0000 0000 1111
14348544 ns: 1 0 0000 0000 1111
14348586 ns: 1 0 0000 0000 1111
14348628 ns: 1 0 0000 0000 1111
14348670 ns: 1 0 0000 0000 1111
14348712 ns: 1 0 0000 0000 1111
14348754 ns: 1 0 0000 0000 1111
14348796 ns: 1 0 0000 0000 1111
14348838 ns: 1 0 0000 0000 1111
14348880 ns: 1 0 0000 0000 1111
14348922 ns: 1 0 0000 0000 1111
14348964 ns: 1 0 0000 0000 1111
14349006 ns: 1 0 0000 0000 1111
14349048 ns: 1 0 0000 0000 1111
14349090 ns: 1 0 0000 0000 1111
14349132 ns: 1 0 0000 0000 1111
14349174 ns: 1 0 0000 0000 1111
14349216 ns: 1 0 0000 0000 1111
14349258 ns: 1 0 0000 0000 1111
14349300 ns: 1 0 0000 0000 1111
14349342 ns: 1 0 0000 0000 1111
14349384 ns: 1 0 0000 0000 1111
14349426 ns: 1 0 0000 0000 1111
14349468 ns: 1 0 0000 0000 1111
14349510 ns: 1 0 0000 0000 1111
14349552 ns: 1 0 0000 0000 1111
14349594 ns: 1 0 0000 0000 1111
14349636 ns: 1 0 0000 0000 1111
14349678 ns: 1 0 0000 0000 1111
14349720 ns: 1 0 0000 0000 1111
14349762 ns: 1 0 0000 0000 1111
14349804 ns: 1 0 0000 0000 1111
14349846 ns: 1 0 0000 0000 1111
14349888 ns: 1 0 0000 0000 1111
14349930 ns: 1 0 0000 0000 1111
14349972 ns: 1 0 0000 0000 1111
14350014 ns: 1 0 0000 0000 1111
14350056 ns: 1 0 0000 0000 1111
14350098 ns: 1 0 0000 0000 1111
14350140 ns: 1 0 0000 0000 1111
14350182 ns: 1 0 0000 0000 1111
14350224 ns: 1 0 0000 0000 1111
14350266 ns: 1 0 0000 0000 1111
14350308 ns: 1 0 0000 0000 1111
14350350 ns: 1 0 0000 0000 1111
14350392 ns: 1 0 0000 0000 1111
14350434 ns: 1 0 0000 0000 1111
14350476 ns: 1 0 0000 0000 1111
14350518 ns: 1 0 0000 0000 1111
14350560 ns: 1 0 0000 0000 1111
14350602 ns: 1 0 0000 0000 1111
14350644 ns: 1 0 0000 0000 1111
14350686 ns: 1 0 0000 0000 1111
14350728 ns: 1 0 0000 0000 1111
14350770 ns: 1 0 0000 0000 1111
14350812 ns: 1 0 0000 0000 1111
14350854 ns: 1 0 0000 0000 1111
14350896 ns: 1 0 0000 0000 1111
14350938 ns: 1 0 0000 0000 1111
14350980 ns: 1 0 0000 0000 1111
14351022 ns: 1 0 0000 0000 1111
14351064 ns: 1 0 0000 0000 1111
14351106 ns: 1 0 0000 0000 1111
14351148 ns: 1 0 0000 0000 1111
14351190 ns: 1 0 0000 0000 1111
14351232 ns: 1 0 0000 0000 1111
14351274 ns: 1 0 0000 0000 1111
14351316 ns: 1 0 0000 0000 1111
14351358 ns: 1 0 0000 0000 1111
14351400 ns: 1 0 0000 0000 1111
14351442 ns: 1 0 0000 0000 1111
14351484 ns: 1 0 0000 0000 1111
14351526 ns: 1 0 0000 0000 1111
14351568 ns: 1 0 0000 0000 1111
14351610 ns: 1 0 0000 0000 1111
14351652 ns: 1 0 0000 0000 1111
14351694 ns: 1 0 0000 0000 1111
14351736 ns: 1 0 0000 0000 1111
14351778 ns: 1 0 0000 0000 1111
14351820 ns: 1 0 0000 0000 1111
14351862 ns: 1 0 0000 0000 1111
14351904 ns: 1 0 0000 0000 1111
14351946 ns: 1 0 0000 0000 1111
14351988 ns: 1 0 0000 0000 1111
14352030 ns: 1 0 0000 0000 1111
14352072 ns: 1 0 0000 0000 1111
14352114 ns: 1 0 0000 0000 1111
14352156 ns: 1 0 0000 0000 1111
14352198 ns: 1 0 0000 0000 1111
14352240 ns: 1 0 0000 0000 1111
14352282 ns: 1 0 0000 0000 1111
14352324 ns: 1 0 0000 0000 1111
14352366 ns: 1 0 0000 0000 1111
14352408 ns: 1 0 0000 0000 1111
14352450 ns: 1 0 0000 0000 1111
14352492 ns: 1 0 0000 0000 1111
14352534 ns: 1 0 0000 0000 1111
14352576 ns: 1 0 0000 0000 1111
14352618 ns: 1 0 0000 0000 1111
14352660 ns: 1 0 0000 0000 1111
14352702 ns: 1 0 0000 0000 1111
14352744 ns: 1 0 0000 0000 1111
14352786 ns: 1 0 0000 0000 1111
14352828 ns: 1 0 0000 0000 1111
14352870 ns: 1 0 0000 0000 1111
14352912 ns: 1 0 0000 0000 1111
14352954 ns: 1 0 0000 0000 1111
14352996 ns: 1 0 0000 0000 1111
14353038 ns: 1 0 0000 0000 1111
14353080 ns: 1 0 0000 0000 1111
14353122 ns: 1 0 0000 0000 1111
14353164 ns: 1 0 0000 0000 1111
14353206 ns: 1 0 0000 0000 1111
14353248 ns: 1 0 0000 0000 1111
14353290 ns: 1 0 0000 0000 1111
14353332 ns: 1 0 0000 0000 1111
14353374 ns: 1 0 0000 0000 1111
14353416 ns: 1 0 0000 0000 1111
14353458 ns: 1 0 0000 0000 1111
14353500 ns: 1 0 0000 0000 1111
14353542 ns: 1 0 0000 0000 1111
14353584 ns: 1 0 0000 0000 1111
14353626 ns: 1 0 0000 0000 1111
14353668 ns: 1 0 0000 0000 1111
14353710 ns: 1 0 0000 0000 1111
14353752 ns: 1 0 0000 0000 1111
14353794 ns: 1 0 0000 0000 1111
14353836 ns: 1 0 0000 0000 1111
14353878 ns: 1 0 0000 0000 1111
14353920 ns: 1 0 0000 0000 1111
14353962 ns: 1 0 0000 0000 1111
14354004 ns: 1 0 0000 0000 1111
14354046 ns: 1 0 0000 0000 1111
14354088 ns: 1 0 0000 0000 1111
14354130 ns: 1 0 0000 0000 1111
14354172 ns: 1 0 0000 0000 1111
14354214 ns: 1 0 0000 0000 1111
14354256 ns: 1 0 0000 0000 1111
14354298 ns: 1 0 0000 0000 1111
14354340 ns: 1 0 0000 0000 1111
14354382 ns: 1 0 0000 0000 1111
14354424 ns: 1 0 0000 0000 1111
14354466 ns: 1 0 0000 0000 1111
14354508 ns: 1 0 0000 0000 1111
14354550 ns: 1 0 0000 0000 1111
14354592 ns: 1 0 0000 0000 1111
14354634 ns: 1 0 0000 0000 1111
14354676 ns: 1 0 0000 0000 1111
14354718 ns: 1 0 0000 0000 1111
14354760 ns: 1 0 0000 0000 1111
14354802 ns: 1 0 0000 0000 1111
14354844 ns: 1 0 0000 0000 1111
14354886 ns: 1 0 0000 0000 1111
14354928 ns: 1 0 0000 0000 1111
14354970 ns: 1 0 0000 0000 1111
14355012 ns: 1 0 0000 0000 1111
14355054 ns: 1 0 0000 0000 1111
14355096 ns: 1 0 0000 0000 1111
14355138 ns: 1 0 0000 0000 1111
14355180 ns: 1 0 0000 0000 1111
14355222 ns: 1 0 0000 0000 1111
14355264 ns: 1 0 0000 0000 1111
14355306 ns: 1 0 0000 0000 1111
14355348 ns: 1 0 0000 0000 1111
14355390 ns: 1 0 0000 0000 1111
14355432 ns: 1 0 0000 0000 1111
14355474 ns: 1 0 0000 0000 1111
14355516 ns: 1 0 0000 0000 1111
14355558 ns: 1 0 0000 0000 1111
14355600 ns: 1 0 0000 0000 1111
14355642 ns: 1 0 0000 0000 1111
14355684 ns: 1 0 0000 0000 1111
14355726 ns: 1 0 0000 0000 1111
14355768 ns: 1 0 0000 0000 1111
14355810 ns: 1 0 0000 0000 1111
14355852 ns: 1 0 0000 0000 1111
14355894 ns: 1 0 0000 0000 1111
14355936 ns: 1 0 0000 0000 1111
14355978 ns: 1 0 0000 0000 1111
14356020 ns: 1 0 0000 0000 1111
14356062 ns: 1 0 0000 0000 1111
14356104 ns: 1 0 0000 0000 1111
14356146 ns: 1 0 0000 0000 1111
14356188 ns: 1 0 0000 0000 1111
14356230 ns: 1 0 0000 0000 1111
14356272 ns: 1 0 0000 0000 1111
14356314 ns: 1 0 0000 0000 1111
14356356 ns: 1 0 0000 0000 1111
14356398 ns: 1 0 0000 0000 1111
14356440 ns: 1 0 0000 0000 1111
14356482 ns: 1 0 0000 0000 1111
14356524 ns: 1 0 0000 0000 1111
14356566 ns: 1 0 0000 0000 1111
14356608 ns: 1 0 0000 0000 1111
14356650 ns: 1 0 0000 0000 1111
14356692 ns: 1 0 0000 0000 1111
14356734 ns: 1 0 0000 0000 1111
14356776 ns: 1 0 0000 0000 1111
14356818 ns: 1 0 0000 0000 1111
14356860 ns: 1 0 0000 0000 1111
14356902 ns: 1 0 0000 0000 1111
14356944 ns: 1 0 0000 0000 1111
14356986 ns: 1 0 0000 0000 1111
14357028 ns: 1 0 0000 0000 1111
14357070 ns: 1 0 0000 0000 1111
14357112 ns: 1 0 0000 0000 1111
14357154 ns: 1 0 0000 0000 1111
14357196 ns: 1 0 0000 0000 1111
14357238 ns: 1 0 0000 0000 1111
14357280 ns: 1 0 0000 0000 1111
14357322 ns: 1 0 0000 0000 1111
14357364 ns: 1 0 0000 0000 1111
14357406 ns: 1 0 0000 0000 1111
14357448 ns: 1 0 0000 0000 1111
14357490 ns: 1 0 0000 0000 1111
14357532 ns: 1 0 0000 0000 1111
14357574 ns: 1 0 0000 0000 1111
14357616 ns: 1 0 0000 0000 1111
14357658 ns: 1 0 0000 0000 1111
14357700 ns: 1 0 0000 0000 1111
14357742 ns: 1 0 0000 0000 1111
14357784 ns: 1 0 0000 0000 1111
14357826 ns: 1 0 0000 0000 1111
